HH,Run Time,Problem Domain,Instance ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
SR-RRT-HH,19500,SAT,7,8.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,8.0,7.0,8.0,8.0,6.0,7.0,5.0
